;class;xmin;ymin;xmax;ymax;file;defect_x_center;defect_y_center;defect_width;defect_height;image_width;image_height;width_ratio;height_ratio;path;category_codes
21;missing_hole;2580;238;2648;294;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_07;0.8615688859591298;0.1677175283732661;68;56;3034;1586;0.02241265655899802;0.03530895334174023;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_07.jpg;1
22;missing_hole;2757;700;2817;767;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_08;0.9185893210283455;0.462484237074401;60;67;3034;1586;0.01977587343441002;0.04224464060529634;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_08.jpg;1
23;missing_hole;2637;1336;2700;1391;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_08;0.8795319709953856;0.8597099621689785;63;55;3034;1586;0.02076466710613052;0.03467843631778058;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_08.jpg;1
24;missing_hole;482;1125;539;1183;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_08;0.1682597231377719;0.7276166456494325;57;58;3034;1586;0.018787079762689517;0.03656998738965952;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_08.jpg;1
25;missing_hole;1222;620;1293;689;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_09;0.4144693473961767;0.4126733921815889;71;69;3034;1586;0.023401450230718525;0.043505674653215635;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_09.jpg;1
26;missing_hole;482;1118;539;1180;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_09;0.1682597231377719;0.7244640605296343;57;62;3034;1586;0.018787079762689517;0.03909205548549811;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_09.jpg;1
27;missing_hole;162;482;222;542;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_09;0.06328279499011207;0.3228247162673392;60;60;3034;1586;0.01977587343441002;0.03783102143757881;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_09.jpg;1
28;missing_hole;1624;402;1673;454;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_10;0.5433421226104153;0.2698612862547289;49;52;3034;1586;0.016150296638101518;0.03278688524590164;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_10.jpg;1
29;missing_hole;331;751;388;816;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_10;0.11849044166117337;0.49401008827238335;57;65;3034;1586;0.018787079762689517;0.040983606557377046;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_10.jpg;1
30;missing_hole;866;623;915;682;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_10;0.293506921555702;0.4114123581336696;49;59;3034;1586;0.016150296638101518;0.03720050441361917;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_10.jpg;1
31;missing_hole;2073;685;2146;752;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_11;0.6952867501647989;0.4530264817150063;73;67;3034;1586;0.024060646011865524;0.04224464060529634;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_11.jpg;1
32;missing_hole;1500;736;1559;800;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_11;0.5041199736321688;0.4842370744010088;59;64;3034;1586;0.01944627554383652;0.0403530895334174;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_11.jpg;1
33;missing_hole;482;843;562;916;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_11;0.17205009887936717;0.5545397225725095;80;73;3034;1586;0.026367831245880026;0.046027742749054225;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_11.jpg;1
34;missing_hole;1062;1047;1117;1112;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_12;0.3590969017798286;0.6806431273644389;55;65;3034;1586;0.01812788398154252;0.040983606557377046;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_12.jpg;1
35;missing_hole;2633;932;2702;989;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_12;0.8792023731048121;0.6056116015132409;69;57;3034;1586;0.022742254449571522;0.035939470365699874;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_12.jpg;1
36;missing_hole;2460;1220;2528;1276;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_12;0.8220171390903098;0.7868852459016393;68;56;3034;1586;0.02241265655899802;0.03530895334174023;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_12.jpg;1
37;missing_hole;1384;296;1460;362;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_13;0.46868820039551745;0.20744010088272383;76;66;3034;1586;0.025049439683586024;0.0416141235813367;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_13.jpg;1
38;missing_hole;1340;738;1397;802;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_13;0.4510547132498352;0.4854981084489281;57;64;3034;1586;0.018787079762689517;0.0403530895334174;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_13.jpg;1
39;missing_hole;708;620;768;683;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_13;0.24324324324324326;0.41078184110970994;60;63;3034;1586;0.01977587343441002;0.03972257250945776;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_13.jpg;1
40;missing_hole;2295;640;2359;712;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_14;0.7669742913645353;0.4262295081967213;64;72;3034;1586;0.02109426499670402;0.04539722572509458;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_14.jpg;1
41;missing_hole;159;751;220;812;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_14;0.06245880026367831;0.4927490542244641;61;61;3034;1586;0.02010547132498352;0.038461538461538464;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_14.jpg;1
42;missing_hole;864;623;917;680;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_14;0.293506921555702;0.41078184110970994;53;57;3034;1586;0.01746868820039552;0.035939470365699874;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_14.jpg;1
43;missing_hole;2075;1034;2139;1087;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_15;0.6944627554383652;0.6686633039092056;64;53;3034;1586;0.02109426499670402;0.033417402269861285;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_15.jpg;1
44;missing_hole;2470;1105;2526;1158;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_15;0.8233355306526038;0.7134300126103404;56;53;3034;1586;0.01845748187211602;0.033417402269861285;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_15.jpg;1
45;missing_hole;2077;514;2135;572;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_15;0.6941331575477917;0.34237074401008827;58;58;3034;1586;0.01911667765326302;0.03656998738965952;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_15.jpg;1
46;missing_hole;1499;729;1559;794;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_16;0.503955174686882;0.4801387137452711;60;65;3034;1586;0.01977587343441002;0.040983606557377046;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_16.jpg;1
47;missing_hole;644;720;702;783;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_16;0.2218193803559657;0.47383354350567464;58;63;3034;1586;0.01911667765326302;0.03972257250945776;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_16.jpg;1
48;missing_hole;2517;698;2584;763;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_16;0.8406394199077126;0.46059268600252207;67;65;3034;1586;0.022083058668424523;0.040983606557377046;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_16.jpg;1
49;missing_hole;917;292;984;369;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_17;0.3132827949901121;0.2083858764186633;67;77;3034;1586;0.022083058668424523;0.048549810844892814;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_17.jpg;1
50;missing_hole;480;1123;539;1191;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_17;0.16793012524719841;0.7295081967213115;59;68;3034;1586;0.01944627554383652;0.04287515762925599;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_17.jpg;1
51;missing_hole;1725;1083;1790;1147;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_17;0.5792682926829268;0.7030264817150063;65;64;3034;1586;0.02142386288727752;0.0403530895334174;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_17.jpg;1
52;missing_hole;2188;914;2250;980;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_18;0.7313777191825972;0.5970996216897856;62;66;3034;1586;0.02043506921555702;0.0416141235813367;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_18.jpg;1
53;missing_hole;1160;1200;1220;1254;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_18;0.3922214897824654;0.7736443883984867;60;54;3034;1586;0.01977587343441002;0.034047919293820936;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_18.jpg;1
54;missing_hole;1731;1151;1791;1203;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_18;0.5804218852999341;0.7421185372005045;60;52;3034;1586;0.01977587343441002;0.03278688524590164;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_18.jpg;1
55;missing_hole;1395;738;1450;803;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_19;0.4688529993408042;0.48581336696090793;55;65;3034;1586;0.01812788398154252;0.040983606557377046;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_19.jpg;1
56;missing_hole;339;752;388;814;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_19;0.11980883322346737;0.4936948297604035;49;62;3034;1586;0.016150296638101518;0.03909205548549811;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_19.jpg;1
57;missing_hole;168;572;228;638;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_19;0.06526038233355307;0.38146279949558637;60;66;3034;1586;0.01977587343441002;0.0416141235813367;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_19.jpg;1
58;missing_hole;2635;1102;2695;1160;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_20;0.8783783783783784;0.7131147540983607;60;58;3034;1586;0.01977587343441002;0.03656998738965952;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_20.jpg;1
59;missing_hole;228;574;275;629;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_20;0.08289386947923533;0.3792559899117276;47;55;3034;1586;0.015491100856954515;0.03467843631778058;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_20.jpg;1
60;missing_hole;2528;227;2588;302;.\data\pcb_defects_kaggle\Annotations\Missing_hole\01_missing_hole_20;0.8431114040870138;0.16677175283732662;60;75;3034;1586;0.01977587343441002;0.04728877679697352;.\data\pcb_defects_kaggle\images/Missing_hole/01_missing_hole_20.jpg;1
61;missing_hole;2139;753;2189;824;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_01;0.7081151832460733;0.32000811688311687;50;71;3056;2464;0.016361256544502618;0.028814935064935064;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_01.jpg;1
62;missing_hole;2117;1590;2171;1646;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_01;0.7015706806282722;0.6566558441558441;54;56;3056;2464;0.01767015706806283;0.022727272727272728;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_01.jpg;1
63;missing_hole;1401;955;1464;1033;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_01;0.46875;0.4034090909090909;63;78;3056;2464;0.0206151832460733;0.03165584415584415;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_01.jpg;1
64;missing_hole;1877;757;1930;815;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_02;0.6228730366492147;0.3189935064935065;53;58;3056;2464;0.017342931937172776;0.02353896103896104;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_02.jpg;1
65;missing_hole;997;759;1055;817;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_02;0.3357329842931937;0.3198051948051948;58;58;3056;2464;0.018979057591623036;0.02353896103896104;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_02.jpg;1
66;missing_hole;1228;1771;1284;1841;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_02;0.4109947643979058;0.7329545454545454;56;70;3056;2464;0.01832460732984293;0.028409090909090908;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_02.jpg;1
67;missing_hole;2474;1581;2547;1650;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_03;0.8214986910994765;0.6556412337662337;73;69;3056;2464;0.023887434554973823;0.028003246753246752;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_03.jpg;1
68;missing_hole;1279;1295;1351;1381;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_03;0.43030104712041883;0.5430194805194806;72;86;3056;2464;0.02356020942408377;0.0349025974025974;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_03.jpg;1
69;missing_hole;711;1626;775;1713;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_03;0.2431282722513089;0.6775568181818182;64;87;3056;2464;0.020942408376963352;0.03530844155844156;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_03.jpg;1
70;missing_hole;2113;1473;2186;1537;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_04;0.7033704188481675;0.6107954545454546;73;64;3056;2464;0.023887434554973823;0.025974025974025976;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_04.jpg;1
71;missing_hole;2570;1366;2646;1457;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_04;0.8534031413612565;0.572849025974026;76;91;3056;2464;0.024869109947643978;0.036931818181818184;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_04.jpg;1
72;missing_hole;2564;946;2621;1019;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_04;0.8483311518324608;0.39874188311688313;57;73;3056;2464;0.018651832460732983;0.029626623376623376;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_04.jpg;1
73;missing_hole;1344;1093;1395;1151;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_05;0.4481348167539267;0.45535714285714285;51;58;3056;2464;0.01668848167539267;0.02353896103896104;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_05.jpg;1
74;missing_hole;1817;859;1882;922;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_05;0.6052028795811518;0.3614042207792208;65;63;3056;2464;0.021269633507853405;0.02556818181818182;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_05.jpg;1
75;missing_hole;1888;357;1946;417;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_05;0.6272905759162304;0.15706168831168832;58;60;3056;2464;0.018979057591623036;0.024350649350649352;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_05.jpg;1
76;missing_hole;1173;621;1231;695;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_06;0.3933246073298429;0.26704545454545453;58;74;3056;2464;0.018979057591623036;0.030032467532467532;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_06.jpg;1
77;missing_hole;1461;377;1519;442;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_06;0.487565445026178;0.16619318181818182;58;65;3056;2464;0.018979057591623036;0.026379870129870128;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_06.jpg;1
78;missing_hole;2171;341;2239;419;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_06;0.7215314136125655;0.15422077922077923;68;78;3056;2464;0.02225130890052356;0.03165584415584415;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_06.jpg;1
79;missing_hole;1744;964;1811;1031;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_07;0.581642670157068;0.40482954545454547;67;67;3056;2464;0.021924083769633507;0.02719155844155844;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_07.jpg;1
80;missing_hole;1939;346;2011;419;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_07;0.6462696335078534;0.1552353896103896;72;73;3056;2464;0.02356020942408377;0.029626623376623376;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_07.jpg;1
81;missing_hole;2617;339;2684;424;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_07;0.8673102094240838;0.15482954545454544;67;85;3056;2464;0.021924083769633507;0.03449675324675325;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_07.jpg;1
82;missing_hole;1967;1177;2047;1253;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_08;0.6567408376963351;0.49310064935064934;80;76;3056;2464;0.02617801047120419;0.030844155844155844;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_08.jpg;1
83;missing_hole;1344;1430;1402;1502;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_08;0.4492801047120419;0.5949675324675324;58;72;3056;2464;0.018979057591623036;0.02922077922077922;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_08.jpg;1
84;missing_hole;1742;1428;1806;1504;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_08;0.5804973821989529;0.5949675324675324;64;76;3056;2464;0.020942408376963352;0.030844155844155844;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_08.jpg;1
85;missing_hole;2488;1246;2581;1344;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_09;0.8293520942408377;0.5255681818181818;93;98;3056;2464;0.03043193717277487;0.03977272727272727;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_09.jpg;1
86;missing_hole;1175;1308;1230;1381;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_09;0.393488219895288;0.5456574675324676;55;73;3056;2464;0.01799738219895288;0.029626623376623376;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_09.jpg;1
87;missing_hole;715;1404;768;1481;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_09;0.24263743455497383;0.5854301948051948;53;77;3056;2464;0.017342931937172776;0.03125;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_09.jpg;1
88;missing_hole;1122;844;1166;904;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_10;0.3743455497382199;0.3547077922077922;44;60;3056;2464;0.014397905759162303;0.024350649350649352;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_10.jpg;1
89;missing_hole;1288;375;1341;439;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_10;0.43013743455497383;0.16517857142857142;53;64;3056;2464;0.017342931937172776;0.025974025974025976;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_10.jpg;1
90;missing_hole;662;504;715;566;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_10;0.22529450261780104;0.2171266233766234;53;62;3056;2464;0.017342931937172776;0.025162337662337664;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_10.jpg;1
91;missing_hole;1284;953;1350;1028;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_11;0.43095549738219896;0.40198863636363635;66;75;3056;2464;0.021596858638743454;0.030438311688311688;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_11.jpg;1
92;missing_hole;1399;82;1461;137;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_11;0.46793193717277487;0.044439935064935064;62;55;3056;2464;0.020287958115183247;0.022321428571428572;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_11.jpg;1
93;missing_hole;1391;251;1464;306;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_11;0.46711387434554974;0.11302759740259741;73;55;3056;2464;0.023887434554973823;0.022321428571428572;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_11.jpg;1
94;missing_hole;1650;750;1721;826;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_12;0.5515379581151832;0.3198051948051948;71;76;3056;2464;0.023232984293193717;0.030844155844155844;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_12.jpg;1
95;missing_hole;326;802;402;864;.\data\pcb_defects_kaggle\Annotations\Missing_hole\04_missing_hole_12;0.11910994764397906;0.3380681818181818;76;62;3056;2464;0.024869109947643978;0.025162337662337664;.\data\pcb_defects_kaggle\images/Missing_hole/04_missing_hole_12.jpg;1
